,text_token
681,"['bjonas73878178', 'ill', 'fee', 'back', 'team', 'jonas', 'get', 'touch', 'iphone', 'user', 'buxe2x80xa6', 'httpstcot7sl9nnwo2']"
682,"['bsirpadington', 'ryan', 'welcome', 'barclaycard', 'uk', 'youll', 'speak', 'team', 'askbarclaysus', 'see', 'caxe2x80xa6', 'httpstco14pnrvbrin']"
683,"['bliz90175518', 'liz', 'use', 'link', 'apply', 'httpstcoz0zp9zxbhg', 'dean']"
684,"['bsophiedigital', 'postcode', 'phone', 'number', 'take', 'look', 'sophie', 'dean', 'httpstcompqb4etryv']"
685,"['bbraddparkinn', 'bradley', 'access', 'website', 'query', 'transaction', 'anxe2x80xa6', 'httpstcob2lszcjuje']"
686,"['bsirpadington', 'pelster29', 'ryan', 'us', 'customer', 'youll', 'contact', 'us', 'team', 'askbarclaysus', 'moxe2x80xa6', 'httpstcohajziypgux']"
687,"['bfozziebearfan', 'message', 'take', 'long', 'come', 'back', 'work', 'harxe2x80xa6', 'httpstcow97fdn9t0c']"
688,"['bshazz_lynch', 'apologies', 'sharon', 'extremely', 'busy', 'can', 'help', 'thats', 'easier', 'dean', 'httpstcompqb4etryv']"
689,"['baliciagturrell', 'sorry', 'alicia', 'get', 'sorted', 'please', 'drop', 'look', 'fxe2x80xa6', 'httpstcod9t9m63wba']"
690,"['bgrammar12267939', 'monzo', 'starlingbank', 'message', 'take', 'long', 'come', 'back', 'yoxe2x80xa6', 'httpstcoma2qzec0qv']"
691,"['bfannnster', 'fannie', 'sorry', 'youre', 'issue', 'account', 'contact', 'friendsxe2x80xa6', 'httpstcozcz2sl2jep']"
692,"['bgeoff_wiv_a_g', '22', 'use', 'telephone', 'checker', 'see', 'number', 'call', 'genuine', 'you', 'fxe2x80xa6', 'httpstco8gj5qcrprl']"
693,"['bgeoff_wiv_a_g', 'geoffrey', 'message', 'take', 'long', 'come', 'back', 'wxe2x80xa6', 'httpstcote7zw5ebw1']"
694,"['btheycallmeafra', 'preapproved', 'offer', 'show', 'app', 'online', 'banking', 'see', 'offexe2x80xa6', 'httpstcozsggsmlgwv']"
695,"['bphiiiipblackman', 'thats', 'great', 'moon', 'hear', 'youve', 'able', 'get', 'sort', 'phillip', 'let', 'knoxe2x80xa6', 'httpstcombn2i8tlwp']"
696,"['bkonnysparks', 'konrad', 'sorry', 'reply', 'we', 'extremely', 'busy', 'moment', 'miss', 'yourxe2x80xa6', 'httpstcob4uhrksyas']"
697,"['btomswalters', 'hello', 'thomas', 'send', 'little', 'bit', 'information', 'happen', 'yxe2x80xa6', 'httpstcosw5zfdpdvc']"
698,"['b_melissajackson', 'hello', 'melissayou', 'request', 'transfer', 'credit', 'balance', 'back', 'bank', 'account', 'oxe2x80xa6', 'httpstco9myxmijx8a']"
699,"['bmaxloelz', 'noticed', 'message', 'is', 'anything', 'help', 'nicola']"
700,"['bdavey_reegs', 'please', 'hear', 'manage', 'get', 'sort', 'davey', 'dont', 'worry', 'understand', 'frustrate', 'kristos']"
701,"['byekim_mikey', 'michael', 'sorry', 'get', 'back', 'there', 'multiple', 'way', 'pay', 'billxe2x80xa6', 'httpstcoyejeauk8nh']"
702,"['btanyakgx', 'tanya', 'sorry', 'see', 'weve', 'respond', 'kristos']"
703,"['brhiannaoliviab', 'ah', 'make', 'day', 'go', 'quicker', 'doesnt', 'xf0x9fx98x81', 'just', 'see', 'follow', 'site', 'detail', 'howxe2x80xa6', 'httpstcovk4uz9zzrg']"
704,"['bcarlcrowther5', 'carl', 'really', 'reply', 'the', 'line', 'extremely', 'busy', 'moment', 'andxe2x80xa6', 'httpstcojnn0ghx7x1']"
705,"['bcolemc_', 'just', 'let', 'know', 'cole', 'ive', 'reply', 'xf0x9fx91x8d', 'dotty']"
706,"['bdylxcarti', 'just', 'let', 'know', 'ive', 'reply', 'xf0x9fx91x8d', 'dotty']"
707,"['bbeardyirish', 'no', 'worry', 'take', 'look', 'follow', 'step', 'close', 'barclaycard', 'httpstcoznziijtuhv', 'dotty']"
708,"['brt', 'barclaysuk', 'wexe2x80x99d', 'like', 'say', 'big', 'thank', 'nhs', 'staff', 'key', 'worker', 'hard', 'work', 'dedication', 'fight', 'cxe2x80xa6']"
709,"['balisonsawyer', 'have', 'confirmation', 'payment', 'holiday', 'put', 'place', 'wouldnt', 'anything', 'brogan']"
710,"['bmosschop97ash', 'hey', 'ash', 'youre', 'trouble', 'claim', 'money', 'back', 'can', 'pop', 'dmxe2x80xa6', 'httpstco3sthdec242']"
711,"['bxanadualx', 'sorry', 'get', 'back', 'alex', 'weve', 'super', 'busy', 'across', 'channel', 'glad', 'youxe2x80xa6', 'httpstcoszysexpcie']"
712,"['b97relf', 'hope', 'able', 'get', 'touch', 'pop', 'let', 'mexe2x80xa6', 'httpstcotzc2qdueid']"
713,"['bsamphireshop', 'karen', 'able', 'get', 'touch', 'pop', 'dmxe2x80xa6', 'httpstcorpcodsbprg']"
714,"['bkee_mill', 'manage', 'get', 'please', 'pop', 'let', 'know', 'wxe2x80xa6', 'httpstcohet9ppxw0l']"
715,"['bhoney_bee_4', 'youre', 'look', 'speak', 'unauthorised', 'payment', 'best', 'speak', 'disputes', 'managemxe2x80xa6', 'httpstcofuef7zh9yz']"
716,"['bshootingbucks', 'bruce', 'text', 'automate', 'look', 'the', 'team', 'workingxe2x80xa6', 'httpstco9vlddheatc']"
717,"['bjose_bear', 'would', 'mind', 'tell', 'reason', 'call', 'via', 'id', 'like', 'help', 'dotty', '44', 'httpstcompqb4etryv']"
718,"['bjose_bear', 'with', 'say', 'please', 'dont', 'call', 'unless', 'absolutely', 'almost', 'guaranxe2x80xa6', 'httpstco3wjws6va4m']"
719,"['bjose_bear', 'to', 'help', 'support', 'urgent', 'wexe2x80x99d', 'ask', 'check', 'information', 'firstxe2x80xa6', 'httpstcop68qnfm2f1']"
720,"['bjose_bear', 'dave', 'few', 'colleague', 'usual', 'answer', 'phone', 'right', 'coronavirus', 'oxe2x80xa6', 'httpstcop683fu02sc']"
721,"['bhoney_bee_4', 'melissa', 'our', 'general', 'customer', 'service', 'team', 'open', '8pm', 'possible', 'line', 'werxe2x80xa6', 'httpstcoefbjqm4rvo']"
722,"['bpiemanjames', 'hope', 'youve', 'manage', 'get', 'speak', 'however', 'havent', 'please', 'reaxe2x80xa6', 'httpstcorhrpqwa8ph']"
723,"['bpiemanjames', 'to', 'help', 'support', 'urgent', 'wexe2x80x99d', 'ask', 'check', 'information', 'firsxe2x80xa6', 'httpstcosbicdrkvep']"
724,"['bpiemanjames', 'few', 'colleague', 'usual', 'answer', 'phone', 'right', 'coronaviruxe2x80xa6', 'httpstcohxuyspxbp8']"
725,"['bjustasparky', 'with', 'say', 'havent', 'manage', 'get', 'could', 'tell', 'reason', 'yxe2x80xa6', 'httpstcoapkxobjoom']"
726,"['bjpjpjpjpjpjp94', 'jp', 'due', 'effect', 'coronavirus', 'few', 'colleague', 'usual', 'work', 'moxe2x80xa6', 'httpstco39beviq4hi']"
727,"['bjustasparky', 'to', 'help', 'support', 'urgent', 'wexe2x80x99d', 'ask', 'check', 'information', 'firsxe2x80xa6', 'httpstco6pwgc0jaqv']"
728,"['bjustasparky', 'justin', 'few', 'colleague', 'usual', 'answer', 'phone', 'right', 'coronavirxe2x80xa6', 'httpstcordfzdkh8vk']"
729,"['bhankmoodiest', 'mark', 'able', 'check', 'twitter', 'when', 'log', 'dispute', 'plxe2x80xa6', 'httpstcobze9jyuydm']"
730,"['bjenniep2020', 'credit', 'uk', 'us', 'card', 'for', 'uk', 'see', 'request', 'herexe2x80xa6', 'httpstcokkv5jzowki']"
731,"['bhoney_bee_4', 'melissa', 'youve', 'trouble', 'what', 'team', 'call', 'number', 'wexe2x80xa6', 'httpstconj8knv3gls']"
732,"['bcookhamsimon', 'hey', 'simon', 'get', 'back', 'did', 'manage', 'get', 'plexe2x80xa6', 'httpstcob90xyskseb']"
733,"['bjames40763597', 'oh', 'james', 'able', 'get', 'touch', 'please', 'pop', 'overxe2x80xa6', 'httpstcoswylqfskbn']"
734,"['bdanielarda', 'we', 'appreciate', 'may', 'frustrate', 'colleague', 'work', 'try', 'help', 'many', 'people', 'asxe2x80xa6', 'httpstcoqtlugunyco']"
735,"['bdanielarda', 'to', 'help', 'support', 'urgent', 'wexe2x80x99d', 'ask', 'check', 'information', 'firstxe2x80xa6', 'httpstconf8oeff8d9']"
736,"['bdanielarda', 'daniel', 'few', 'colleague', 'usual', 'answer', 'phone', 'right', 'coronaviruxe2x80xa6', 'httpstcooqtregln8w']"
737,"['bcoffeeorpoetry', 'barclaysldn', 'we', 'appreciate', 'may', 'frustrate', 'colleague', 'work', 'try', 'helpxe2x80xa6', 'httpstcosyddzmoso2']"
738,"['bcoffeeorpoetry', 'barclaysldn', 'hey', 'tashin', 'wait', 'time', 'however', 'something', 'weve', 'control', 'ovxe2x80xa6', 'httpstcohiotqaui8q']"
739,"['bjessprescott', 'jess', 'hope', 'youve', 'able', 'get', 'sort', 'have', 'already', 'raise', 'dxe2x80xa6', 'httpstco9tulpdo0i3']"
740,"['b__ms__c', 'xoticpc', 'amazonhelp', 'asus', 'sorry', 'barclaycard', 'uk', 'wouldnt', 'able', 'help', 'afraidxe2x80xa6', 'httpstcobluxomcoxj']"
741,"['bjonzaldinho', 'hey', 'jp', 'thanks', 'reach', 'theres', 'couple', 'way', 'report', 'fraud', 'axe2x80xa6', 'httpstcocgpoh7si0w']"
742,"['bmrskryder', 'kirsten', 'late', 'reply', 'aside', 'persist', 'already', 'try', 'appxe2x80xa6', 'httpstco9pn4na0pyk']"
743,"['b_melissajackson', 'hey', 'melissa', 'late', 'reply', 'yeah', 'would', 'get', 'message', 'initially', 'callxe2x80xa6', 'httpstco5r0yqcee8t']"
744,"['bhoney_bee_4', 'no', 'worry', 'melissa', 'remember', '247', 'future', 'dotty']"
745,"['bhanim_soy', 'hey', 'hanim', 'ive', 'notice', 'tweet', 'anything', 'help', 'afternoon', 'dotty']"
746,"['bjasonpengelly24', 'sure', 'jason', 'however', 'reach', 'friend', 'bcardbusiness', 'theyll', 'happy', 'help', 'dan']"
747,"['bblueeyedbeaut31', 'really', 'work', 'hard', 'deal', 'amount', 'query', 'thxe2x80xa6', 'httpstcoyqqx5vnb0q']"
748,"['brenepower', 'rene', 'ixe2x80x99d', 'like', 'see', 'help', 'give', 'guidance', 'would', 'possible', 'sxe2x80xa6', 'httpstcorpcwu3wumm']"
749,"['bleonbrunt', 'leon', 'ixe2x80x99d', 'like', 'see', 'help', 'would', 'possible', 'send', 'little', 'mxe2x80xa6', 'httpstcofobwulqo29']"
750,"['bjippo1975', 'hey', 'justin', 'thanks', 'message', 'long', 'wait', 'busy', 'appreciate', 'pxe2x80xa6', 'httpstcotppseakkjo']"
751,"['bstevetrevelyan3', 'steve', 'text', 'message', 'automate', 'unfortunately', 'have', 'apply', 'payment', 'holiday', 'brogan']"
752,"['bcroquetpics', 'did', 'get', 'pop', 'let', 'know', 'yoxe2x80xa6', 'httpstcoplqpmdxjnz']"
753,"['bally1889', 'youd', 'match', 'begin', 'card', 'number', 'begin', 'number', 'start', 'brogan']"
754,"['bmajidkh34428373', 'majid', 'long', 'hold', 'time', 'we', 'few', 'colleague', 'usual', 'answer', 'phonesxe2x80xa6', 'httpstcococ4mk2r7c']"
755,"['bfinola_rise', 'finola', 'youve', 'trouble', 'submit', 'online', 'aware', 'issuesxe2x80xa6', 'httpstcooxhxpbir5c']"
756,"['badamlea2', 'payment', 'would', 'do', 'team', 'depend', 'dispute', 'reasonxe2x80xa6', 'httpstcovdwohewbn9']"
757,"['b22callisto22', 'type', 'query', 'point', 'none', 'option', 'relate', 'issue', 'pxe2x80xa6', 'httpstcorwwaodpqev']"
758,"['bvictoria_cal', 'hey', 'victoria', 'alright', 'know', 'so', 'yes', 'pay', 'yoxe2x80xa6', 'httpstcosteb6hdaxf']"
759,"['bmitsy2k', 'so', 'sam', 'respond', 'message', 'brendan']"
760,"['bmitsy2k', 'sam', 'wait', 'still', 'pay', 'way', 'pay', 'save', 'wait', 'thxe2x80xa6', 'httpstcoengxc7xu0v']"
761,"['bdownup5ide', 'manage', 'get', 'please', 'pop', 'little', 'mxe2x80xa6', 'httpstco053tzrsyc5']"
762,"['bakelecsol', 'ive', 'pick', 'get', 'back', 'quickly', 'possible', 'paul']"
763,"['b04smarties', 'sally', 'drop', 'ask', 'question', 'youve', 'do', 'far', 'httpstcompqb4etryv']"
764,"['b_mrmorrison_', 'we', 'ask', 'customer', 'call', 'financial', 'emergency', 'ixe2x80x99d', 'like', 'try', 'help', 'givexe2x80xa6', 'httpstcoonbupte01l']"
765,"['b_mrmorrison_', 'joe', 'ixe2x80x99m', 'reply', 'wexe2x80x99re', 'extremely', 'busy', 'moment', 'wexe2x80x99re', 'also', 'experiencxe2x80xa6', 'httpstcocdmuvnrn51']"
766,"['b__ms__c', 'xoticpc', 'amazonhelp', 'asus', 'kurt', 'nnare', 'barclaycard', 'uk', 'customernnbrendan']"
767,"['b1carolineberry', 'caroline', 'hear', 'havent', 'receive', 'help', 'pop', 'across', 'wixe2x80xa6', 'httpstco56doqp976b']"
768,"['bbeen', 'offer', 'coronavirus', 'related', 'investment', 'xe2x80x98opportunityxe2x80x99', 'it', 'could', 'scam', 'sadly', 'lots', 'momentxe2x80xa6', 'httpstcox2mvqfc90c']"
769,"['brachhiggi', 'rachael', 'wait', 'still', 'pay', 'check', 'way', 'would', 'best', 'herexe2x80xa6', 'httpstcouphd4lnl6x']"
770,"['bdarylcatpiss', 'ixe2x80x99m', 'afraid', 'due', 'outbreak', 'less', 'staff', 'available', 'answer', 'call', 'reply', 'message', 'axe2x80xa6', 'httpstcoxecyocdp3v']"
771,"['bjpwd78', 'john', 'call', 'get', 'unlocked', 'afraid', 'isnt', 'way', 'around', 'visitxe2x80xa6', 'httpstcoibmy5aqwcv']"
772,"['balessi_hr', 'ixe2x80x99m', 'afraid', 'due', 'outbreak', 'less', 'staff', 'available', 'answer', 'call', 'reply', 'message', 'lotxe2x80xa6', 'httpstcogga0yozwoa']"
773,"['balessi_hr', 'alessi', 'ixe2x80x99m', 'youxe2x80x99re', 'face', 'issue', 'log', 'you', 'call', '0800', '151', '0900', 'havexe2x80xa6', 'httpstcowwxtpfups3']"
774,"['bjamesdude11', 'james', 'lovely', 'hear', 'take', 'time', 'share', 'nn', 'christie']"
775,"['bmgrayso86353221', 'see', 'youve', 'message', 'place', 'come', 'via', 'reply', 'yxe2x80xa6', 'httpstcoravkmibkyc']"
776,"['bhowellslaura', 'laura', 'sorry', 'get', 'back', 'you', 'dispute', 'transaction', 'use', 'one', 'thexe2x80xa6', 'httpstcosa3wnnlhxk']"
777,"['bcaptainzzzs', 'brad', 'manage', 'get', 'pop', 'letxe2x80xa6', 'httpstcotc8nyymg9q']"
778,"['bts09mjm', 'michael', 'id', 'certainly', 'like', 'see', 'help', 'can', 'pop', 'chat', 'alsoxe2x80xa6', 'httpstco4glddjhso9']"
779,"['bdijon9955', 'dijon', 'sorry', 'fully', 'aware', 'whats', 'place', 'us', 'team', 'it', 'best', 'head', 'toxe2x80xa6', 'httpstcopyro64y07s']"
780,"['bkberleekim', 'hear', 'loss', 'kim', 'would', 'like', 'help', 'can', 'please', 'send', 'yourxe2x80xa6', 'httpstcoaa1wvfj9hw']"
781,"['bbigsimo79', 'hi', 'simon', 'sound', 'little', 'odd', 'can', 'try', 'close', 'background', 'apps', 'ensure', 'phonxe2x80xa6', 'httpstcohfdzyksdnf']"
782,"['bjfdh', 'you', 'request', 'transfer', 'credit', 'balance', 'back', 'bank', 'account', 'online', 'save', 'havingxe2x80xa6', 'httpstco7u2slhz64e']"
783,"['bjrw_socialmedia', 'jen', 'get', 'back', 'weve', 'super', 'busy', 'across', 'channelsxe2x80xa6', 'httpstco1d2jqzjvbm']"
784,"['bthequietboss', 'jordankmc', 'christian', 'ixe2x80x99ve', 'notice', 'tweet', 'really', 'want', 'help', 'appear', 'loxe2x80xa6', 'httpstcodim4auweum']"
785,"['bwoolley3583', 'hello', 'kirk', 'manage', 'get', 'someone', 'please', 'come', 'character', 'cxe2x80xa6', 'httpstcop0sgnszz21']"
786,"['bimatd519', 'hear', 'happen', 'you', 'look', 'report', 'fraudulent', 'transaction', 'online', 'herexe2x80xa6', 'httpstcoo1wcmmlysy']"
787,"['b_bjw720', 'its', 'great', 'see', 'youve', 'able', 'speak', 'someone', 'yetxe2x80xa6', 'httpstcozazleiduzc']"
788,"['bemily_adz', 'hello', 'emily', 'please', 'come', 'character', 'count', 'high', 'look', 'explore', 'optioxe2x80xa6', 'httpstcood0765ljpg']"
789,"['bcrechereda', 'please', 'send', 'message', 'friend', 'barclaysus', 'one', 'coxe2x80xa6', 'httpstco7hbpyblprz']"
790,"['bheumen4', 'its', 'great', 'see', 'youve', 'receive', 'reply', 'yet', 'could', 'pxe2x80xa6', 'httpstcocuzlp6pxe4']"
791,"['bjoelstern', 'joel', 'its', 'great', 'see', 'youve', 'able', 'speak', 'someone', 'yexe2x80xa6', 'httpstco7yiiqtu2sn']"
792,"['blucy__woodcock', 'lucy', 'its', 'great', 'see', 'youve', 'able', 'speak', 'someoxe2x80xa6', 'httpstcokhkf6mzqy5']"
793,"['birishbarnes', 'james', 'see', 'havent', 'able', 'speak', 'someone', 'yet', 'could', 'please', 'let', 'mexe2x80xa6', 'httpstcoufpirwtfgp']"
794,"['bjordankmc', 'its', 'great', 'see', 'havent', 'able', 'speak', 'someone', 'yetxe2x80xa6', 'httpstcorkoxzyd0be']"
795,"['bsamleigh1994', 'our', 'telephone', 'team', 'really', 'busy', 'moment', 'could', 'pleasxe2x80xa6', 'httpstcokkzf7veugk']"
796,"['bbeccej', 'bec', 'lock', 'tell', 'youxe2x80x99re', 'receive', 'error', 'code', 'look', 'advise', 'siobhan']"
797,"['bplacesilove', 'alex', 'income', 'affect', 'coronaviruxe2x80xa6', 'httpstcoukr4asqqby']"
798,"['respond', 'message', 'could', 'please', 'let', 'know', 'reason', 'whyxe2x80xa6', 'httpstcogtu9qyzivl']"
799,"['bknaves16', 'its', 'great', 'see', 'happen', 'could', 'please', 'send', 'dxe2x80xa6', 'httpstcoqkrallcfbm']"
800,"['bmassagejasmine', 'its', 'great', 'see', 'havent', 'able', 'speak', 'yetxe2x80xa6', 'httpstcotiayfjxaly']"
801,"['bcharcharb1nks', 'hello', 'char', 'would', 'cover', 'company', 'allow', 'purchase', 'ticket', 'wouldxe2x80xa6', 'httpstcoulz0eh8ldk']"
802,"['bjordysniper', 'jordan', 'could', 'please', 'let', 'know', 'access', 'the', 'barclays', 'app', 'yxe2x80xa6', 'httpstcoavfawek8j8']"
803,"['blamon1', 'monica', 'respond', 'message', 'this', 'isnt', 'great', 'hear', 'could', 'please', 'poxe2x80xa6', 'httpstcorfx23lld0x']"
804,"['brobbarker1982', 'yes', 'separate', 'ross']"
805,"['bdansanders89', 'please', 'respnd', 'give', 'guidance', 'siobhan', 'httpstcompqb4etryv']"
806,"['bchris_debrab', 'sorry', 'get', 'back', 'chris', 'weve', 'super', 'busy', 'across', 'channel', 'did', 'youxe2x80xa6', 'httpstcotemxzfcp4s']"
807,"['bamyamylf', 'amy', 'thanks', 'reach', 'youd', 'able', 'receive', 'refund', 'onto', 'account', 'would', 'bexe2x80xa6', 'httpstcongswanbham']"
808,"['bpete_bassist', 'peter', 'get', 'back', 'weve', 'super', 'busy', 'did', 'get', 'touchxe2x80xa6', 'httpstcorfve8tv2zw']"
809,"['bgavmatthewman', 'get', 'back', 'gav', 'wife', 'manage', 'get', 'usxe2x80xa6', 'httpstco0bqeknkfmu']"
810,"['bdansanders89', 'daniel', 'ixe2x80x99m', 'reply', 'wexe2x80x99re', 'extremely', 'busy', 'moment', 'therexe2x80x99s', 'le', 'collxe2x80xa6', 'httpstcodhtufvt0kp']"
811,"['blaurajkellett', 'get', 'back', 'laura', 'manage', 'get', 'pleasexe2x80xa6', 'httpstcoxos0bep3zr']"
812,"['bmish_l_pattison', 'get', 'back', 'michelle', 'weve', 'super', 'busy', 'across', 'channelxe2x80xa6', 'httpstcozxen8jffen']"
813,"['bpelster29', 'patrice', 'get', 'touch', 'pop', 'let', 'knowxe2x80xa6', 'httpstcow70fpzjvuq']"
814,"['bmafyewj', 'matty', 'nsorry', 'reply', 'wexe2x80x99re', 'extremely', 'busy', 'moment', 'airline', 'cancellxe2x80xa6', 'httpstcosllmfrbwkh']"
815,"['bpentlandsboy', 'lots', 'company', 'even', 'find', 'difficult', 'manage', 'customer', 'workload', 'due', 'toxe2x80xa6', 'httpstcow81gsn2ll8']"
816,"['bpentlandsboy', 'derek', 'nni', 'honestly', 'believe', 'travel', 'provider', 'look', 'offer', 'refund', 'wxe2x80xa6', 'httpstcoqqhlfo9anh']"
817,"['bmonstrousfemme', 'manage', 'get', 'touch', 'pop', 'let', 'mexe2x80xa6', 'httpstcoz3vvaxxeqv']"
818,"['bsophiedigital', 'sophie', 'really', 'the', 'phone', 'line', 'extremely', 'busy', 'moment', 'yourexe2x80xa6', 'httpstcoes6gputwjt']"
819,"['bphiiiipblackman', 'phillip', 'get', 'back', 'weve', 'super', 'busy', 'across', 'chanxe2x80xa6', 'httpstcooxtjij6owv']"
820,"['bbfdbullz', 'michael', 'thank', 'understand', 'would', 'like', 'yxe2x80xa6', 'httpstcote8lv7lpai']"
821,"['bkazzachick', 'karen', 'pop', 'let', 'know', 'say', 'phone', 'call', 'asxe2x80xa6', 'httpstcoenvxqi48ir']"
822,"['bohhayfishhh', 'sorry', 'idea', 'keep', 'get', 'cut', 'drop', 'name', 'post', 'cxe2x80xa6', 'httpstcofgyo8ifmy5']"
823,"['bkinney0102', 'sorry', 'wait', 'were', 'lot', 'busy', 'moment', 'due', 'effect', 'coronavirus', 'didxe2x80xa6', 'httpstcosepsxnjsqy']"
824,"['brosalindbees', 'rosalind', 'really', 'reply', 'did', 'manage', 'speak', 'canxe2x80xa6', 'httpstcotrvajiae0x']"
825,"['bmrchocolateh', 'john', 'sorry', 'reply', 'so', 'help', 'could', 'please', 'coxe2x80xa6', 'httpstcoa1zfvczlfl']"
826,"['bjosieteacher123', 'sorry', 'reply', 'see', 'youve', 'also', 'send', 'ill', 'respond', 'nicola']"
827,"['btashavaseyx', 'tash', 'sorry', 'reply', 'issue', 'get', 'can', 'tell', 'lxe2x80xa6', 'httpstco8bk9mlu7fs']"
828,"['bwbutts73', 'alternatively', 'send', 'sign', 'write', 'request', 'barclaycard', 'po', 'box', '10200', 'wigston', 'le18', '9er', 'nicola', '22']"
829,"['bwbutts73', 'wayne', 'our', 'phone', 'line', 'extremely', 'busy', 'moment', 'werent', 'able', 'get', 'ifxe2x80xa6', 'httpstco5vekxijjji']"
830,"['bbeardyirish', 'mark', 'we', 'few', 'colleague', 'usual', 'answer', 'phone', 'right', 'coronavirusxe2x80xa6', 'httpstcolpugsezzuj']"
831,"['bdee_dhokia', 'ive', 'respond', 'private', 'message', 'dee', 'hold', 'brendan']"
832,"['bbbeachboundd', 'dan', 'sorry', 'reply', 'interest', 'still', 'apply', 'time', 'however', 'txe2x80xa6', 'httpstcogxuvejqe5a']"
833,"['blucymazx', 'lucy', 'you', 'dispute', 'transaction', 'online', 'right', 'httpstcoo2v1fofjwv', 'theres', 'lot', 'helpfulxe2x80xa6', 'httpstcowzptuvbiq2']"
834,"['bdaviddileyuk', 'tweet', 'david', 'its', 'appreciate', 'ill', 'pass', 'thanks', 'brendan', 'dean', 'nicola']"
835,"['balexllyod92', 'alex', 'weve', 'super', 'busy', 'across', 'channel', 'can', 'pop', 'dmxe2x80xa6', 'httpstcoioba7mqorj']"
836,"['bdavey_reegs', 'davey', 'really', 'wait', 'were', 'lot', 'busy', 'normal', 'moment', 'can', 'tellxe2x80xa6', 'httpstcoud86ab9os1']"
837,"['bjoeyeti91', 'klm', 'can', 'pop', 'let', 'know', 'klm', 'tell', 'also', 'atol', 'protection', 'plxe2x80xa6', 'httpstcolpssiwen8b']"
838,"['bthisisgaryking', 'you', 'apply', 'httpstco2c3pnxzqpy', 'youxe2x80x99ve', 'miss', 'payment', 'either', 'march', 'april', 'xe2x80xa6', 'httpstcox3i0b0dshq']"
839,"['bthisisgaryking', 'gary', 'income', 'affect', 'coronavirus', 'may', 'entitle', 'barclaycardxe2x80xa6', 'httpstcox9g9bopdgy']"
840,"['bmistergurd', '22', 'take', 'action', 'need', 'update', 'soon', 'possible', 'brendan']"
841,"['bmistergurd', 'gj', 'we', 'few', 'colleague', 'usual', 'coronavirus', 'outbreak', 'in', 'turn', 'wexe2x80x99re', 'also', 'seexe2x80xa6', 'httpstcofxv5w56c6a']"
842,"['bgravit78', 'sorry', 'reply', 'our', 'team', 'lot', 'busy', 'usual', 'can', 'tell', 'littlxe2x80xa6', 'httpstcodfd5e8xyou']"
843,"['bhyndabohdan', 'thing', 'place', 'help', 'customer', 'feel', 'financial', 'effect', 'currxe2x80xa6', 'httpstcoc173uk0ovj']"
844,"['bjdm_designs', 'jonathan', 'sorry', 'late', 'reply', 'would', 'like', 'let', 'know', 'statement', 'query', 'please', 'drxe2x80xa6', 'httpstcoctniq2mfef']"
845,"['barabesque_gifts', 'having', 'few', 'colleague', 'usual', 'phone', 'right', 'coronavirus', 'outbreakxe2x80xa6', 'httpstcorhc7lm682y']"
846,"['bohhayfishhh', 'sorry', 'delay', 'reply', 'did', 'manage', 'speak', 'someone', 'get', 'sort', 'brendan']"
847,"['bjoelryan01', 'can', 'tell', 'little', 'needed', 'speak', 'please', 'feel', 'free', 'yoxe2x80xa6', 'httpstcoamo0a89gk0']"
848,"['bjoelryan01', 'joel', 'get', 'back', 'were', 'experience', 'high', 'demand', 'across', 'oxe2x80xa6', 'httpstcodoqc86bate']"
